RANK,NAME,NET WORTH,AGE,STATE,SOURCE,PHILANTHROPY SCORE,INDUSTRY,Self-Made Score,Source of Wealth,Residence,Citizenship,Marital Status,Children,Education,Age,Philanthropy Score,Agent,Agency,Lifetime Giving,Giving as a percentage of net worth
366,Vincent McMahon,$3.1 B,78,Connecticut,Entertainment,1,SPORTS,9,"Entertainment, Self Made","Greenwich, Connecticut",United States,Married,2,"Bachelor of Arts/Science, East Carolina University",78,1,,,,
366,Geoffrey Palmer,$3.1 B,73,California,Real estate,1,REAL ESTATE,8,"Real estate, Self Made","Beverly Hills, California",United States,Married,,"Doctor of Jurisprudence, Pepperdine Caruso School of Law; Bachelor of Arts/Economics, University of Colorado at Boulder",74,1,,,,
366,Rodney Sacks & family,$3.1 B,73,California,Energy drinks,None,FOOD & BEVERAGE,8,"Energy drinks, Self Made","Laguna Beach, California",United States,,,"Law Degree, University of Witwatersrand",74,,,,,
366,Jerry Speyer & family,$3.1 B,83,New York,Real estate,1,REAL ESTATE,8,"Real estate, Self Made","New York, New York",United States,Married,4,"Master of Business Administration, Columbia Business School; Bachelor of Arts/Science, Columbia University",84,1,,,,
379,Aneel Bhusri,$3 B,57,California,Business software,1,TECHNOLOGY,8,"Business software, Self Made","San Francisco, California",United States,Married,2,"Bachelor of Arts/Science, Brown University; Master of Business Administration, Stanford Graduate School of Business",58,1,,,,
379,Charles Cohen,$3 B,71,New York,Real estate,1,REAL ESTATE,5,Real estate,"New York, New York",United States,Married,4,"Doctor of Jurisprudence, Brooklyn Law School; Bachelor of Arts/Science, Tufts University",72,1,,,,
379,"Edward DeBartolo, Jr.",$3 B,76,Florida,Shopping centers,2,REAL ESTATE,5,Shopping centers,"Tampa, Florida",United States,Married,3,"Bachelor of Arts/Science, Notre Dame University",77,2,,,,
379,John Paul DeJoria,$3 B,79,Texas,"Hair products, tequila",2,FASHION & RETAIL,10,"Hair products, tequila, Self Made","Austin, Texas",United States,Married,6,"Diploma, High School",80,2,,,,
379,James Duff,$3 B,62,Mississippi,"Tires, diversified",1,DIVERSIFIED,7,"Tires, diversified, Self Made","Hattiesburg, Mississippi",United States,Married,2,,63,1,,,,
379,Thomas Duff,$3 B,66,Mississippi,"Tires, diversified",1,DIVERSIFIED,7,"Tires, diversified, Self Made","Hattiesburg, Mississippi",United States,Divorced,2,"Bachelor of Arts/Science, University of Southern Mississippi",67,1,,,,
379,J. Tomilson Hill,$3 B,75,New York,Investments,2,FINANCE & INVESTMENTS,6,"Investments, Self Made","New York, New York",United States,Married,2,"Master of Business Administration, Harvard Business School; Bachelor of Arts/Science, Harvard University",76,2,,,,
379,Stewart Horejsi & family,$3 B,86,Arizona,Berkshire Hathaway,2,FINANCE & INVESTMENTS,8,"Berkshire Hathaway, Self Made","Phoenix, Arizona",United States,Divorced,2,,86,2,,,,
379,Michael Jordan,$3 B,60,Florida,"Charlotte Hornets, endorsements",1,SPORTS,8,"Charlotte Hornets, endorsements, Self Made","Jupiter, Florida",United States,Married,5,"Bachelor of Arts/Science, University of North Carolina, Chapel Hill",61,1,,,,
379,Haim Saban,$3 B,78,California,"TV network, investments",3,MEDIA & ENTERTAINMENT,9,"TV network, investments, Self Made","Beverly Hills, California",United States,Married,4,"Diploma, High School",79,3,,,,
379,Leonard Schleifer,$3 B,71,New York,Pharmaceuticals,1,HEALTHCARE,8,"Pharmaceuticals, Self Made","Tarrytown, New York",United States,Married,3,"Bachelor of Arts/Science, Cornell University; Medical Doctor, University of Virginia; Ph.D, University of Virginia",72,1,,,,
379,Jeffrey Talpins,$3 B,48,New York,Hedge fund,None,FINANCE & INVESTMENTS,8,"Hedge fund, Self Made","Larchmont, New York",United States,Married,,"Bachelor of Arts/Science, Yale University",49,,,,,
379,Thomas Tull,$3 B,53,Pennsylvania,"Movies, investments",2,MEDIA & ENTERTAINMENT,9,"Movies, investments, Self Made","Pittsburgh, Pennsylvania",United States,Married,,"Bachelor of Arts/Science, Hamilton College",54,2,,,,
379,Todd Wanek,$3 B,59,Florida,Furniture,2,MANUFACTURING,4,Furniture,"St. Petersburg, Florida",United States,Married,2,,60,2,,,,
379,Meg Whitman,$3 B,67,California,EBay,2,TECHNOLOGY,6,"EBay, Self Made","Los Angeles, California",United States,Married,2,"Master of Business Administration, Harvard Business School; Bachelor of Arts/Science, Princeton University",67,2,,,,
379,"William Wrigley, Jr.",$3 B,59,Florida,Chewing gum,None,FOOD & BEVERAGE,3,Chewing gum,"North Palm Beach, Florida",United States,Divorced,4,"Bachelor of Arts/Science, Duke University",60,,,,,
395,Bill Austin,$2.9 B,81,Texas,Hearing aids,None,MANUFACTURING,9,"Hearing aids, Self Made","Brownsville, Texas",United States,Married,3,"High School Graduate, High School",82,,,,,
395,J. Hyatt Brown,$2.9 B,86,Florida,Insurance,2,FINANCE & INVESTMENTS,5,Insurance,"Ormond Beach, Florida",United States,Married,,"Bachelor of Arts/Science, University of Florida",87,2,,,$73M,2%
395,Ray Davis,$2.9 B,81,Texas,Pipelines,2,ENERGY,8,"Pipelines, Self Made","Dallas, Texas",United States,Married,3,"Master of Business Administration, LeTourneau University's School of Business",82,2,,,,
395,Chris Larsen,$2.9 B,63,California,Cryptocurrency,4,FINANCE & INVESTMENTS,8,"Cryptocurrency, Self Made","San Francisco, California",United States,Married,2,"Bachelor of Arts/Science, San Francisco State University; Master of Business Administration, Stanford Graduate School of Business",64,4,,,,
395,C. Dean Metropoulos,$2.9 B,77,Florida,Investments,1,FOOD & BEVERAGE,8,"Investments, Self Made","Palm Beach, Florida",United States,Married,2,"Bachelor of Arts/Science, Babson College; Master of Business Administration, Babson College",78,1,,,,
395,Daniel Sundheim,$2.9 B,46,New York,Hedge funds,1,FINANCE & INVESTMENTS,8,"Hedge funds, Self Made","New York, New York",United States,Married,,,47,1,,,,
